DIRECCION ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMA,FECHA,DIA_SEMANA,RANGO_EDAD
CORDIALIDAD KM 6,Pasajero,herido,Choque,F,44,1,2019-02-24,Sunday,31-45
CR 37 CL 39,Motociclista,herido,Choque,M,65,1,2019-02-24,Sunday,60+
CR 42H CL 95,Motociclista,herido,Choque,M,24,1,2019-02-24,Sunday,18-30
CR 49C CL 90,Motociclista,herido,Choque,M,42,1,2019-02-24,Sunday,31-45
CR 41 CL 60,Acompa̱ante,herido,Atropello,M,29,1,2019-02-25,Monday,18-30
CR 41 CL 60,Motociclista,herido,Atropello,M,31,1,2019-02-25,Monday,31-45
CR 52 CL 6,Peaton,herido,Atropello,M,55,1,2019-02-25,Monday,46-60
CL 58 CR 11,Acompa̱ante,herido,Choque,M,17,1,2019-02-25,Monday,<18
CL 80 CR 45,Motociclista,herido,Choque,M,39,1,2019-02-25,Monday,31-45
CL 84 CR 51B,Acompa̱ante,herido,Choque,M,26,1,2019-02-25,Monday,18-30
CL 98 CR 59B,Conductor,herido,Choque,M,42,1,2019-02-25,Monday,31-45
CL 76 CR 66,Motociclista,herido,Choque,M,24,1,2019-02-26,Tuesday,18-30
CL 82 CR 59,Motociclista,herido,Choque,F,23,1,2019-02-26,Tuesday,18-30
CL 82B CR 75B,Ciclista,herido,Choque,M,33,1,2019-02-26,Tuesday,31-45
CL 94 CR 58,Motociclista,herido,Choque,M,28,1,2019-02-26,Tuesday,18-30
CR 23 CL 14,Acompa̱ante,herido,Choque,M,42,1,2019-02-26,Tuesday,31-45
CR 23 CL 14,Motociclista,herido,Choque,M,36,1,2019-02-26,Tuesday,31-45
CR 37 CL 57,Motociclista,herido,Choque,M,58,1,2019-02-26,Tuesday,46-60
CR 10 CL 57,Peaton,herido,Atropello,M,1,1,2019-02-27,Wednesday,<18
CR 10 CL 57,Peaton,herido,Atropello,M,33,1,2019-02-27,Wednesday,31-45
CL 78 CR 57 128,Motociclista,herido,Choque,M,26,1,2019-02-27,Wednesday,18-30
CL 76 CR 8,Acompa̱ante,herido,Choque,M,40,1,2019-02-28,Thursday,31-45
CL 76 CR 8,Motociclista,herido,Choque,M,30,1,2019-02-28,Thursday,18-30
CR 15 90B 100,Pasajero,herido,Choque,M,22,1,2019-02-28,Thursday,18-30
CR 21B CL 64C,Motociclista,herido,Choque,M,26,1,2019-02-28,Thursday,18-30
CR 21B CL 64C,Pasajero,herido,Choque,M,30,1,2019-02-28,Thursday,18-30
CR 59 79 196,Pasajero,herido,Choque,M,30,1,2019-02-28,Thursday,18-30
AV CIRCUNVALAR CR 51B,Peaton,herido,Atropello,M,84,1,2019-03-01,Friday,60+
CL 110 CR 6,Peaton,herido,Atropello,M,63,1,2019-03-01,Friday,60+
CL 85 51 63,Peaton,herido,Atropello,M,19,1,2019-03-01,Friday,18-30
AV CIRCUNVALAR 14A 98,Motociclista,muerto,Choque,M,26,1,2019-03-01,Friday,18-30
AVENIDA 47 CRA 10,Motociclista,herido,Choque,M,20,1,2019-03-01,Friday,18-30
AVENIDA 47 CRA 10,Pasajero,herido,Choque,M,28,1,2019-03-01,Friday,18-30
CL 35 CR 25,Motociclista,herido,Choque,M,59,1,2019-03-01,Friday,46-60
CL 47B CR 29,Pasajero,herido,Choque,M,29,1,2019-03-01,Friday,18-30
CL 75 CR 47,Pasajero,herido,Choque,M,53,1,2019-03-01,Friday,46-60
CR 43 72 96,Motociclista,herido,Choque,M,58,1,2019-03-01,Friday,46-60
CR 50 CL 46,Motociclista,herido,Choque,M,27,1,2019-03-01,Friday,18-30
CR 50 CL 46,Motociclista,herido,Choque,M,34,1,2019-03-01,Friday,31-45
CR 6 CL 46K,Peaton,herido,Atropello,M,36,1,2019-03-02,Saturday,31-45
AV CIRCUNVALAR CR 6,Motociclista,herido,Choque,M,34,1,2019-03-02,Saturday,31-45
CL 45D CR 5B,Conductor,herido,Choque,M,31,1,2019-03-02,Saturday,31-45
CL 45D CR 5B,Motociclista,herido,Choque,M,28,1,2019-03-02,Saturday,18-30
CL 72 CR 53 Y 54,Motociclista,herido,Choque,M,32,1,2019-03-02,Saturday,31-45
CL 75 CR 71,Ciclista,herido,Choque,M,23,1,2019-03-02,Saturday,18-30
CR 43B CL 85,Motociclista,herido,Choque,M,31,1,2019-03-02,Saturday,31-45
CL 30 CR 43,Peaton,herido,Atropello,M,20,1,2019-03-03,Sunday,18-30
AV CIRCUNVALAR CR 6G,Acompa̱ante,herido,Choque,M,41,1,2019-03-03,Sunday,31-45
AV CIRCUNVALAR CR 6G,Motociclista,herido,Choque,M,43,1,2019-03-03,Sunday,31-45
CL 44 CR 14,Motociclista,herido,Choque,M,42,1,2019-03-03,Sunday,31-45
CL 84 CR 52,Motociclista,herido,Choque,M,30,1,2019-03-03,Sunday,18-30
CR 38 CL 81,Conductor,herido,Choque,M,34,1,2019-03-03,Sunday,31-45
CR 55 CL 100,Motociclista,herido,Choque,M,33,1,2019-03-03,Sunday,31-45
CR 55 CL 100,Pasajero,herido,Choque,M,31,1,2019-03-03,Sunday,31-45
CR 8 CL 40,Acompa̱ante,herido,Choque,M,44,1,2019-03-03,Sunday,31-45
CR 8 CL 40,Motociclista,herido,Choque,M,32,1,2019-03-03,Sunday,31-45
CR 1 CL 46,Peaton,herido,Atropello,M,60,1,2019-03-04,Monday,46-60
CL 45 CR 46,Conductor,herido,Choque,M,45,1,2019-03-04,Monday,31-45
CL 45 CR 46,Pasajero,herido,Choque,M,21,1,2019-03-04,Monday,18-30
CL 45 CR 46,Pasajero,herido,Choque,M,23,1,2019-03-04,Monday,18-30
CL 45 CR 46,Pasajero,herido,Choque,M,47,1,2019-03-04,Monday,46-60
CR 8 CL 33,Motociclista,herido,Choque,M,59,1,2019-03-04,Monday,46-60
CR 8 CL 33,Pasajero,herido,Choque,M,19,1,2019-03-04,Monday,18-30
CL 38B CR 7F,Peaton,herido,Atropello,M,35,1,2019-03-05,Tuesday,31-45
CL 30 42C 07,Pasajero,herido,Caida Ocupante,F,33,1,2019-03-05,Tuesday,31-45
CR 43 CL 43,Motociclista,herido,Choque,M,67,1,2019-03-05,Tuesday,60+
CR 9D CL 53,Acompa̱ante,herido,Choque,M,18,1,2019-03-05,Tuesday,18-30
VIA 40 85B 300,Acompa̱ante,herido,Otro,M,28,1,2019-03-05,Tuesday,18-30
VIA 40 85B 300,Motociclista,herido,Otro,M,28,1,2019-03-05,Tuesday,18-30
CR 38 85 53,Motociclista,herido,Atropello,M,30,1,2019-03-06,Wednesday,18-30
CR 38 85 53,Pasajero,herido,Atropello,M,73,1,2019-03-06,Wednesday,60+
CL 38B CR 11,Motociclista,herido,Choque,M,30,1,2019-03-06,Wednesday,18-30
CL 68 CR 34B,Motociclista,herido,Choque,M,45,1,2019-03-06,Wednesday,31-45
CR 59 CL 68,Motociclista,herido,Choque,M,23,1,2019-03-06,Wednesday,18-30
CR 53 CL 59,Motociclista,herido,Choque,M,25,1,2019-03-07,Thursday,18-30
CR 54 CL 76,Conductor,herido,Choque,M,38,1,2019-03-07,Thursday,31-45
AV CIRCUNVALAR 98 474,Acompa̱ante,herido,Choque,M,40,1,2019-03-08,Friday,31-45
AV CIRCUNVALAR 98 474,Conductor,herido,Choque,F,30,1,2019-03-08,Friday,18-30
CL 19 CR 1,Motociclista,herido,Choque,M,35,1,2019-03-08,Friday,31-45
CR 10 CL 45B,Motociclista,herido,Choque,M,21,1,2019-03-08,Friday,18-30
CR 43 CL 84,Peaton,herido,Atropello,M,76,1,2019-03-09,Saturday,60+
CL 40 CR 40,Pasajero,herido,Choque,M,50,1,2019-03-09,Saturday,46-60
CR 14 CL 48,Motociclista,herido,Choque,M,23,1,2019-03-09,Saturday,18-30
AV CIRCUNVALAR CR 46 Y 38,Acompa̱ante,herido,Choque,F,36,1,2019-03-10,Sunday,31-45
AV CIRCUNVALAR CR 46 Y 38,Motociclista,herido,Choque,M,37,1,2019-03-10,Sunday,31-45
CL 39 CR 27,Motociclista,muerto,Choque,M,21,1,2019-03-10,Sunday,18-30
CR 58 CL 64,Pasajero,herido,Choque,M,1,1,2019-03-10,Sunday,<18
CR 8 CL 35,Motociclista,herido,Choque,M,34,1,2019-03-10,Sunday,31-45
CR 8 CL 35,Motociclista,herido,Choque,M,35,1,2019-03-10,Sunday,31-45
CL 45 44 178,Pasajero,herido,Choque,F,22,1,2019-03-11,Monday,18-30
CL 45 44 178,Pasajero,herido,Choque,M,55,1,2019-03-11,Monday,46-60
CL 56 CR 11,Acompa̱ante,herido,Choque,M,25,1,2019-03-11,Monday,18-30
CL 56 CR 11,Motociclista,herido,Choque,M,24,1,2019-03-11,Monday,18-30
CL 17 CR 7B,Acompa̱ante,herido,Volcamiento,M,32,1,2019-03-11,Monday,31-45
AV CIRCUNVALAR CR 46 Y 38,Conductor,herido,Choque,M,50,1,2019-03-12,Tuesday,46-60
CL 30 CR 8,Acompa̱ante,herido,Choque,F,45,1,2019-03-12,Tuesday,31-45
CL 35 CR 32,Pasajero,herido,Choque,M,31,1,2019-03-12,Tuesday,31-45
CL 81 CR 69,Conductor,herido,Choque,M,19,1,2019-03-12,Tuesday,18-30
DIAG 78 21B 391,Acompa̱ante,herido,Choque,F,31,1,2019-03-12,Tuesday,31-45
DIAG 78 21B 391,Motociclista,herido,Choque,M,19,1,2019-03-12,Tuesday,18-30
DIAG 78 21B 391,Motociclista,herido,Choque,M,30,1,2019-03-12,Tuesday,18-30
VIA 40 CR 51,Motociclista,herido,Choque,M,35,1,2019-03-12,Tuesday,31-45
AV CIRCUNVALAR CL 45,Acompa̱ante,herido,Choque,M,5,1,2019-03-13,Wednesday,<18
AV CIRCUNVALAR CL 45,Acompa̱ante,herido,Choque,M,26,1,2019-03-13,Wednesday,18-30
CL 19 CR 14E,Motociclista,herido,Choque,M,47,1,2019-03-13,Wednesday,46-60
CL 45 25 49,Ciclista,herido,Choque,M,20,1,2019-03-13,Wednesday,18-30
CL 87 CR 52,Motociclista,herido,Choque,M,29,1,2019-03-13,Wednesday,18-30
CR 38 CL 79,Motociclista,herido,Choque,M,39,1,2019-03-13,Wednesday,31-45
CR 9G CL 98D,Motociclista,herido,Choque,M,31,1,2019-03-13,Wednesday,31-45
CL 34 FRENTE AL 43 06,Ciclista,herido,Choque,M,20,1,2019-03-14,Thursday,18-30
CL 56 CR 1D,Motociclista,herido,Choque,M,35,1,2019-03-14,Thursday,31-45
VIA 40 85 1560,Acompa̱ante,herido,Choque,M,20,1,2019-03-14,Thursday,18-30
VIA 40 85 1560,Acompa̱ante,herido,Choque,M,39,1,2019-03-14,Thursday,31-45
VIA 40 85 1560,Conductor,herido,Choque,M,33,1,2019-03-14,Thursday,31-45
VIA 40 85 1560,Conductor,herido,Choque,M,36,1,2019-03-14,Thursday,31-45
CR 54 CL 64,Peaton,herido,Atropello,M,28,1,2019-03-15,Friday,18-30
CL 19 CR 4,Motociclista,herido,Choque,M,24,1,2019-03-15,Friday,18-30
CL 85 CR 58,Acompa̱ante,herido,Choque,M,36,1,2019-03-15,Friday,31-45
CL 85 CR 58,Acompa̱ante,herido,Choque,M,63,1,2019-03-15,Friday,60+
CL 85 CR 58,Motociclista,herido,Choque,M,20,1,2019-03-15,Friday,18-30
CL 85 CR 58,Motociclista,herido,Choque,M,32,1,2019-03-15,Friday,31-45
CR 38 CL 69D,Conductor,herido,Choque,M,31,1,2019-03-15,Friday,31-45
VIA 40 FRENTE AL 69 104,Acompa̱ante,herido,Choque,M,35,1,2019-03-15,Friday,31-45
CR 46 CL 60,Peaton,herido,Atropello,F,58,1,2019-03-16,Saturday,46-60
AV CIRCUNVALAR CR 6L,Acompa̱ante,herido,Choque,M,40,1,2019-03-16,Saturday,31-45
AV CIRCUNVALAR CR 6L,Motociclista,herido,Choque,M,29,1,2019-03-16,Saturday,18-30
CL 30 15 276,Acompa̱ante,herido,Choque,M,24,1,2019-03-16,Saturday,18-30
CL 64 CR 66,Motociclista,herido,Choque,M,39,1,2019-03-16,Saturday,31-45
CR 15 SUR CL 75 SENTIDO NORTE SUR,Acompa̱ante,herido,Choque,M,15,1,2019-03-16,Saturday,<18
CR 15 SUR CL 75 SENTIDO NORTE SUR,Acompa̱ante,muerto,Choque,M,19,1,2019-03-16,Saturday,18-30
CR 15 SUR CL 75 SENTIDO NORTE SUR,Conductor,muerto,Choque,M,20,1,2019-03-16,Saturday,18-30
CR 15 SUR CL 75 SENTIDO NORTE SUR,Motociclista,herido,Choque,M,26,1,2019-03-16,Saturday,18-30
CR 22 CL 23,Motociclista,herido,Choque,M,20,1,2019-03-16,Saturday,18-30
CR 34 CL 120,Motociclista,herido,Choque,M,34,1,2019-03-16,Saturday,31-45
CR 59B CL 85,Acompa̱ante,herido,Choque,F,40,1,2019-03-16,Saturday,31-45
CL 30 CR 44,Motociclista,herido,Choque,M,35,1,2019-03-17,Sunday,31-45
CL 31 CR 20,Motociclista,herido,Choque,M,32,1,2019-03-17,Sunday,31-45
CL 70 CR 44,Conductor,herido,Choque,M,25,1,2019-03-17,Sunday,18-30
CL 97 CR 9G,Motociclista,herido,Choque,M,46,1,2019-03-17,Sunday,46-60
CL 97 CR 9G,Pasajero,herido,Choque,M,40,1,2019-03-17,Sunday,31-45
CR 40 ENTRE 43 Y 44,Pasajero,herido,Choque,M,28,1,2019-03-17,Sunday,18-30
CL 110 27 73,Pasajero,herido,Choque,M,25,1,2019-03-18,Monday,18-30
CL 110 27 73,Pasajero,herido,Choque,M,36,1,2019-03-18,Monday,31-45
CL 42 CR 7C,Motociclista,herido,Choque,M,26,1,2019-03-18,Monday,18-30
CL 53D CR 26,Pasajero,herido,Choque,F,22,1,2019-03-18,Monday,18-30
CL 53D CR 26,Pasajero,herido,Choque,F,33,1,2019-03-18,Monday,31-45
CL 53D CR 26,Pasajero,herido,Choque,F,38,1,2019-03-18,Monday,31-45
CL 53D CR 26,Pasajero,herido,Choque,F,42,1,2019-03-18,Monday,31-45
CL 53D CR 26,Pasajero,herido,Choque,M,18,4,2019-03-18,Monday,18-30
CL 53D CR 26,Pasajero,herido,Choque,M,29,3,2019-03-18,Monday,18-30
CL 53D CR 26,Pasajero,herido,Choque,M,35,1,2019-03-18,Monday,31-45
CL 53D CR 26,Pasajero,herido,Choque,M,41,5,2019-03-18,Monday,31-45
CL 53D CR 26,Pasajero,herido,Choque,M,42,1,2019-03-18,Monday,31-45
CL 53D CR 26,Pasajero,herido,Choque,M,50,2,2019-03-18,Monday,46-60
CL 53D CR 26,Pasajero,herido,Choque,M,57,1,2019-03-18,Monday,46-60
CL 53D CR 26,Pasajero,herido,Choque,M,68,1,2019-03-18,Monday,60+
CL 69 CR 47,Motociclista,herido,Choque,M,29,1,2019-03-18,Monday,18-30
CL 70B CR 32,Motociclista,herido,Choque,M,39,1,2019-03-18,Monday,31-45
CR 15 SUR CL 49,Motociclista,herido,Choque,M,42,1,2019-03-18,Monday,31-45
CR 32 CL 51,Acompa̱ante,herido,Choque,M,40,1,2019-03-18,Monday,31-45
KM 5 VIA JUAN MINA FRENTE A COLCHONES RELAX,Acompa̱ante,herido,Choque,F,26,1,2019-03-18,Monday,18-30
KM 5 VIA JUAN MINA FRENTE A COLCHONES RELAX,Acompa̱ante,herido,Choque,M,27,1,2019-03-18,Monday,18-30
VIA 40 CR 67B,Motociclista,herido,Choque,M,26,1,2019-03-18,Monday,18-30
CL 45 CR 3R,Peaton,herido,Atropello,M,63,1,2019-03-19,Tuesday,60+
CR 15 CL 9G,Acompa̱ante,herido,Choque,M,40,1,2019-03-19,Tuesday,31-45
CR 15 CL 9G,Motociclista,herido,Choque,M,39,1,2019-03-19,Tuesday,31-45
CR 35B CL 72,Conductor,herido,Choque,F,50,1,2019-03-19,Tuesday,46-60
CR 53 CL 74,Acompa̱ante,herido,Choque,F,22,1,2019-03-19,Tuesday,18-30
CALLE 42 CRA 44,Peaton,herido,Atropello,F,63,1,2019-03-20,Wednesday,60+
CALLE 53D CRA 16,Pasajero,herido,Choque,F,37,1,2019-03-20,Wednesday,31-45
CALLE 75 CRA 55,Motociclista,herido,Choque,M,33,1,2019-03-20,Wednesday,31-45
CR 51B 106 60,Acompa̱ante,herido,Choque,M,20,1,2019-03-20,Wednesday,18-30
CR 51B 106 60,Motociclista,herido,Choque,M,25,1,2019-03-20,Wednesday,18-30
CALLE 30 CRA 20,Peaton,herido,Atropello,M,49,1,2019-03-21,Thursday,46-60
CALLE 75 CRA 53,Motociclista,herido,Choque,F,24,1,2019-03-21,Thursday,18-30
CL 39 CR 25,Pasajero,herido,Choque,M,27,1,2019-03-21,Thursday,18-30
CL 64 CR 50,Acompa̱ante,herido,Choque,F,42,1,2019-03-21,Thursday,31-45
CL 64 CR 50,Conductor,herido,Choque,F,66,1,2019-03-21,Thursday,60+
CL 64 CR 50,Conductor,herido,Choque,M,50,1,2019-03-21,Thursday,46-60
CALLE 31 CRA 20,Motociclista,herido,Choque,M,51,1,2019-03-22,Friday,46-60
CL 79 CR 56,Motociclista,herido,Choque,M,36,1,2019-03-22,Friday,31-45
CR 41 CL 74,Motociclista,herido,Choque,M,26,1,2019-03-22,Friday,18-30
CL 109 9C 61,Peaton,herido,Atropello,M,2,1,2019-03-23,Saturday,<18
CL 109 9C 61,Peaton,herido,Atropello,M,28,1,2019-03-23,Saturday,18-30
CR 25 CL 55,Motociclista,herido,Choque,M,34,1,2019-03-23,Saturday,31-45
CR 4 CL 33,Motociclista,herido,Choque,M,33,1,2019-03-23,Saturday,31-45
CR 50 CL 82 Y 84,Pasajero,herido,Choque,M,36,1,2019-03-23,Saturday,31-45
CR 50 CL 82 Y 84,Pasajero,herido,Choque,M,41,1,2019-03-23,Saturday,31-45
CR 50 CL 82 Y 84,Pasajero,herido,Choque,M,76,1,2019-03-23,Saturday,60+
CRA 8G CALLE 52C,Acompa̱ante,herido,Choque,F,55,1,2019-03-23,Saturday,46-60
CRA 8G CALLE 52C,Motociclista,herido,Choque,F,59,1,2019-03-23,Saturday,46-60
CRA 20 CALLE 28,Motociclista,herido,Otro,M,47,1,2019-03-23,Saturday,46-60
CL 110 19 27,Peaton,muerto,Atropello,F,38,1,2019-03-24,Sunday,31-45
AV CARIBE VERDE CL 130,Acompa̱ante,herido,Choque,F,51,1,2019-03-24,Sunday,46-60
AV CARIBE VERDE CL 130,Motociclista,herido,Choque,M,25,1,2019-03-24,Sunday,18-30
CL 40 CR 23,Pasajero,herido,Choque,M,19,1,2019-03-24,Sunday,18-30
CL 40 CR 23,Pasajero,herido,Choque,M,40,1,2019-03-24,Sunday,31-45
CALLE 19 CRA 7,Pasajero,herido,Choque,M,30,1,2019-03-25,Monday,18-30
CR 12 CL 24,Acompa̱ante,herido,Choque,M,42,1,2019-03-25,Monday,31-45
CR 12 CL 24,Motociclista,herido,Choque,M,46,1,2019-03-25,Monday,46-60
AV CIRCUNVALAR CL 110 CR 6,Motociclista,herido,Choque,M,64,1,2019-03-26,Tuesday,60+
CL 74 38 100,Motociclista,herido,Choque,F,25,1,2019-03-26,Tuesday,18-30
CR 2 78 19,Motociclista,herido,Choque,M,21,1,2019-03-26,Tuesday,18-30
CR 45B CL 94,Conductor,herido,Choque,M,23,1,2019-03-26,Tuesday,18-30
CR 53 CL 99,Pasajero,herido,Choque,F,48,1,2019-03-26,Tuesday,46-60
CR 53 CL 99,Pasajero,herido,Choque,M,61,1,2019-03-26,Tuesday,60+
CR 59 CL 68,Acompa̱ante,herido,Choque,M,32,1,2019-03-26,Tuesday,31-45
CR 59 CL 68,Motociclista,herido,Choque,M,32,1,2019-03-26,Tuesday,31-45
VIA 40 CL 79,Ciclista,herido,Choque,M,22,1,2019-03-26,Tuesday,18-30
AV CIRCUNVALAR CL 84 ESTACION ECO,Motociclista,herido,Choque,M,30,1,2019-03-27,Wednesday,18-30
CL 76 CR 39,Motociclista,herido,Choque,M,27,1,2019-03-27,Wednesday,18-30
CL 30 CR 38,Peaton,herido,Atropello,M,51,1,2019-03-28,Thursday,46-60
CL 17 CR 26,Pasajero,herido,Caida Ocupante,F,25,1,2019-03-28,Thursday,18-30
CL 80 CR 41D,Acompa̱ante,herido,Choque,M,16,1,2019-03-28,Thursday,<18
CL 80 CR 41D,Conductor,herido,Choque,M,53,1,2019-03-28,Thursday,46-60
CR 38 CL 68B,Motociclista,herido,Choque,M,32,1,2019-03-28,Thursday,31-45
CR 38 CL 68B,Pasajero,herido,Choque,M,34,1,2019-03-28,Thursday,31-45
CR 39 CL 36,Peaton,herido,Atropello,M,60,1,2019-03-29,Friday,46-60
CL 62 CR 44B,Motociclista,herido,Choque,M,25,1,2019-03-29,Friday,18-30
CL 70 CR 44,Acompa̱ante,herido,Choque,M,66,1,2019-03-29,Friday,60+
CL 70 CR 44,Motociclista,herido,Choque,M,32,1,2019-03-29,Friday,31-45
CR 44 CL 48,Peaton,herido,Otro,M,56,1,2019-03-29,Friday,46-60
CL 51B 1D 18,Motociclista,herido,Atropello,M,23,1,2019-03-30,Saturday,18-30
CL 51B 1D 18,Peaton,herido,Atropello,M,65,1,2019-03-30,Saturday,60+
CL 62 1 22,Peaton,herido,Atropello,M,14,1,2019-03-30,Saturday,<18
CL 51C CR 30 22,Pasajero,herido,Choque,M,32,1,2019-03-30,Saturday,31-45
CL 63B CR 45,Motociclista,herido,Choque,M,31,1,2019-03-30,Saturday,31-45
CR 6 CL 110,Acompa̱ante,herido,Choque,M,29,1,2019-03-30,Saturday,18-30
CR 23 CL 68,Pasajero,herido,Choque,M,54,1,2019-03-31,Sunday,46-60
CR 38 44 22,Motociclista,herido,Choque,M,30,1,2019-03-31,Sunday,18-30
CR 38 CL 54,Pasajero,herido,Choque,M,46,1,2019-03-31,Sunday,46-60
AV CIRCUNVALAR CL 74,Acompa̱ante,herido,Choque,M,40,1,2019-04-01,Monday,31-45
AV CIRCUNVALAR CL 74,Motociclista,herido,Choque,M,21,1,2019-04-01,Monday,18-30
AV CIRCUNVALAR CL 74,Motociclista,herido,Choque,M,38,1,2019-04-01,Monday,31-45
AV CIRCUNVALAR CR 13,Pasajero,herido,Choque,M,30,1,2019-04-01,Monday,18-30
CL 104 CR 15C,Acompa̱ante,herido,Choque,M,9,1,2019-04-01,Monday,<18
CL 104 CR 15C,Pasajero,herido,Choque,M,40,1,2019-04-01,Monday,31-45
CL 30 CR 25,Pasajero,herido,Choque,F,6,1,2019-04-01,Monday,<18
CL 38 CR 30,Motociclista,herido,Choque,M,17,1,2019-04-01,Monday,<18
CL 38 CR 30,Motociclista,herido,Choque,M,44,1,2019-04-01,Monday,31-45
CL 64 CR 67,Conductor,herido,Choque,M,21,1,2019-04-01,Monday,18-30
CR 21 CL 40,Acompa̱ante,herido,Choque,M,38,1,2019-04-01,Monday,31-45
CR 22 CL 38,Acompa̱ante,herido,Choque,M,21,1,2019-04-01,Monday,18-30
CR 22 CL 38,Motociclista,herido,Choque,M,50,1,2019-04-01,Monday,46-60
CR 27 CL 85,Acompa̱ante,herido,Choque,M,31,1,2019-04-01,Monday,31-45
CR 27 CL 85,Motociclista,herido,Choque,M,31,1,2019-04-01,Monday,31-45
AV CIRCUNVALAR CR 14,Pasajero,herido,Choque,F,39,1,2019-04-02,Tuesday,31-45
AV CIRCUNVALAR CR 14,Pasajero,herido,Choque,M,62,1,2019-04-02,Tuesday,60+
CL 76 CR 9,Acompa̱ante,herido,Choque,M,22,1,2019-04-02,Tuesday,18-30
CL 76 CR 9,Motociclista,herido,Choque,F,35,1,2019-04-02,Tuesday,31-45
CL 76 CR 9,Motociclista,herido,Choque,M,39,1,2019-04-02,Tuesday,31-45
CL 85 CR 51,Pasajero,herido,Choque,M,17,1,2019-04-02,Tuesday,<18
CL 85 CR 51,Pasajero,herido,Choque,M,37,1,2019-04-02,Tuesday,31-45
CL 85 CR 51,Pasajero,herido,Choque,M,41,1,2019-04-02,Tuesday,31-45
CR 14 CL 64,Peaton,herido,Atropello,M,23,1,2019-04-03,Wednesday,18-30
CR 51B CL 106,Peaton,herido,Atropello,M,45,1,2019-04-03,Wednesday,31-45
CRA 43 CALLE 5,Peaton,herido,Atropello,M,63,1,2019-04-03,Wednesday,60+
CL 70 CR 46 36,Conductor,herido,Choque,M,49,1,2019-04-03,Wednesday,46-60
CL 70 CR 46 36,Conductor,herido,Choque,M,56,1,2019-04-03,Wednesday,46-60
CR 15 CL 63B,Pasajero,herido,Choque,F,33,1,2019-04-03,Wednesday,31-45
CALLE 75 CRA 71,Conductor,herido,Choque,M,29,1,2019-04-04,Thursday,18-30
CALLE 75 CRA 71,Motociclista,herido,Choque,M,28,1,2019-04-04,Thursday,18-30
CL 72 CR 60,Motociclista,herido,Choque,F,39,1,2019-04-04,Thursday,31-45
CR 22 CL 53,Pasajero,herido,Choque,M,60,1,2019-04-04,Thursday,46-60
CRA 20 CALLE 111,Motociclista,herido,Atropello,M,59,1,2019-04-05,Friday,46-60
CRA 20 CALLE 111,Peaton,herido,Atropello,M,19,1,2019-04-05,Friday,18-30
CR 42 CL 80,Motociclista,herido,Choque,M,53,1,2019-04-05,Friday,46-60
VIA 40 67B 139,Motociclista,herido,Choque,M,23,1,2019-04-05,Friday,18-30
CL 30 CR 43,Peaton,herido,Caida Ocupante,M,57,1,2019-04-06,Saturday,46-60
CL 110 CR 46,Motociclista,herido,Choque,F,26,1,2019-04-06,Saturday,18-30
CL 71 CR 35B,Motociclista,herido,Choque,M,24,1,2019-04-06,Saturday,18-30
CR 23C CL 72C,Motociclista,herido,Choque,M,18,1,2019-04-06,Saturday,18-30
CR 23C CL 72C,Motociclista,herido,Choque,M,32,1,2019-04-06,Saturday,31-45
CR 23C CL 72C,Pasajero,herido,Choque,M,17,1,2019-04-06,Saturday,<18
CRA 22 CALLE 51,Motociclista,herido,Choque,M,41,1,2019-04-06,Saturday,31-45
CL 30 CR 42,Motociclista,herido,Atropello,M,45,1,2019-04-07,Sunday,31-45
CL 30 CR 42,Peaton,herido,Atropello,M,52,1,2019-04-07,Sunday,46-60
CL 17 CR 17B,Motociclista,herido,Choque,M,44,1,2019-04-07,Sunday,31-45
CR 6B CL 75B,Pasajero,herido,Choque,M,19,1,2019-04-07,Sunday,18-30
CL 19 CR 3 10,Pasajero,herido,Otro,M,42,1,2019-04-07,Sunday,31-45
AV CIRCUNVALAR CON 98 CARIBE VERDE,Acompa̱ante,herido,Choque,F,31,1,2019-04-08,Monday,31-45
CL 45 38 21,Ciclista,herido,Choque,M,72,1,2019-04-08,Monday,60+
CR 6 CL 60B,Acompa̱ante,herido,Choque,M,34,1,2019-04-08,Monday,31-45
CR 6 CL 60B,Motociclista,herido,Choque,M,35,1,2019-04-08,Monday,31-45
CR 64D CL 86,Motociclista,herido,Choque,M,21,1,2019-04-08,Monday,18-30
CL 31 CR 22,Conductor,herido,Choque,M,27,1,2019-04-09,Tuesday,18-30
CL 31 CR 22,Pasajero,herido,Choque,M,40,2,2019-04-09,Tuesday,31-45
CL 85 CR 71A,Motociclista,herido,Choque,M,23,1,2019-04-09,Tuesday,18-30
CR 30 CL 47,Acompa̱ante,herido,Choque,M,27,1,2019-04-09,Tuesday,18-30
CR 30 CL 47,Conductor,herido,Choque,F,34,1,2019-04-09,Tuesday,31-45
CR 32 CL 43,Acompa̱ante,herido,Choque,M,40,1,2019-04-09,Tuesday,31-45
CR 32 CL 43,Motociclista,herido,Choque,M,38,1,2019-04-09,Tuesday,31-45
